,Id,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Lot Shape,Land Contour,Lot Config,Neighborhood,Condition 1,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Roof Style,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,Bsmt Unf SF,Total Bsmt SF,Heating QC,1st Flr SF,2nd Flr SF,Gr Liv Area,Bsmt Full Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen Qual,TotRms AbvGrd,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Area,Wood Deck SF,Open Porch SF,Enclosed Porch,Mo Sold,Sale Type,Age
181,292,0,1,51.0,9839,Reg,0,Inside,0,0,1Fam,1.5Fin,5,2,1931,Gable,VinylSd,VinylSd,0,0.0,0,0,PConc,0,0,0,Unf,0,Unf,894,894,1,894,772,1666,1,1,0,3,0,7,1,1,0,NA,0,0,0,156,0,5,0,60
182,1204,1,1,0.0,9900,Reg,0,Inside,0,0,1Fam,2Story,7,5,1968,Gable,MetalSd,MetalSd,0,342.0,0,0,CBlock,0,0,0,BLQ,552,Unf,280,832,0,1098,880,1978,0,2,1,4,0,9,1,1,1,1968.0,0,486,0,43,0,4,0,40
183,1829,1,1,0.0,17542,IR1,0,Inside,1,0,1Fam,2Story,7,7,1974,Gable,Wd Sdng,Wd Sdng,0,0.0,0,0,CBlock,0,0,1,LwQ,125,ALQ,36,1192,0,1516,651,2167,1,2,1,3,0,9,2,1,1,1974.0,0,518,220,47,0,7,0,4
184,2419,1,1,75.0,9073,IR1,0,Inside,0,0,1Fam,2Story,7,5,2006,Gable,VinylSd,VinylSd,0,0.0,0,0,PConc,1,0,0,Unf,0,Unf,738,738,1,738,754,1492,0,2,1,3,0,8,0,0,1,2006.0,1,440,100,32,0,10,1,0
185,391,1,1,78.0,10140,Reg,0,Inside,0,0,1Fam,1Story,6,5,1974,Hip,HdBoard,HdBoard,0,174.0,0,0,CBlock,1,0,0,Unf,0,Unf,1064,1064,0,1350,0,1350,0,2,0,3,0,7,1,0,1,1974.0,0,478,0,0,0,8,0,35
186,798,0,1,60.0,9060,Reg,0,Inside,0,0,1Fam,1.5Fin,6,5,1939,Gable,WdShing,Wd Shng,0,0.0,0,0,BrkTil,0,0,0,Rec,204,Unf,356,560,0,698,560,1258,0,1,0,2,0,6,0,0,0,1939.0,0,280,0,0,0,10,0,59
187,481,1,1,0.0,8965,IR1,0,Inside,0,0,1Fam,2Story,7,5,2003,Gable,VinylSd,VinylSd,0,0.0,0,0,PConc,1,0,0,GLQ,652,Unf,130,782,1,806,683,1489,1,2,1,3,0,8,1,1,1,2003.0,1,400,0,75,0,6,0,6
188,193,0,1,0.0,7793,IR1,0,Corner,0,0,1Fam,2.5Unf,7,7,1922,Gable,Wd Sdng,Wd Sdng,0,0.0,0,0,BrkTil,1,0,0,BLQ,474,Unf,634,1108,0,1160,908,2068,0,1,1,3,0,8,1,1,0,1928.0,0,315,0,0,60,5,0,5
189,555,1,1,63.0,9750,IR1,0,Inside,0,0,1Fam,1Story,5,5,1962,Hip,HdBoard,Plywood,0,0.0,0,0,CBlock,0,0,0,LwQ,68,BLQ,28,980,0,980,0,980,1,1,0,3,0,5,0,0,0,1969.0,0,400,0,28,0,11,0,47
190,899,1,1,74.0,10206,Reg,0,Corner,0,0,1Fam,1Story,3,3,1952,Flat,BrkComm,BrkComm,0,0.0,0,0,Slab,0,0,0,NA,0,NA,0,0,0,944,0,944,0,1,0,2,0,4,0,0,0,1956.0,0,528,0,0,0,7,0,57
191,2357,1,1,78.0,10140,Reg,0,Inside,0,0,1Fam,2Story,7,5,1976,Gable,HdBoard,HdBoard,0,0.0,0,0,PConc,1,0,0,GLQ,194,Unf,638,832,0,832,832,1664,0,2,1,4,0,8,1,0,1,1976.0,0,528,0,28,0,3,0,30
192,328,1,0,31.0,2394,Reg,0,Inside,0,0,Twnhs,1Story,5,6,1973,Gable,CemntBd,CmentBd,0,0.0,0,0,CBlock,1,0,1,GLQ,915,Unf,30,945,1,945,0,945,1,1,0,2,0,5,1,0,1,1973.0,0,253,174,0,56,5,0,37
193,1356,0,1,55.0,10267,Reg,0,Inside,0,0,1Fam,1Story,6,7,1918,Gable,Stucco,Wd Shng,0,0.0,0,0,BrkTil,0,1,0,Rec,210,ALQ,0,816,1,838,0,838,1,1,0,2,0,5,0,0,0,1961.0,1,275,0,0,112,5,0,8
194,1154,1,1,60.0,6360,Reg,0,Inside,0,0,1Fam,1Story,5,5,1963,Hip,Wd Sdng,HdBoard,0,0.0,0,0,CBlock,1,1,0,ALQ,489,Unf,375,864,0,864,0,864,0,1,0,3,0,5,0,0,1,1963.0,0,276,0,0,0,1,0,45
195,1730,1,1,65.0,10237,Reg,0,Inside,0,0,1Fam,2Story,6,5,2005,Gable,VinylSd,VinylSd,0,0.0,0,0,PConc,1,0,0,Unf,0,Unf,783,783,1,783,701,1484,0,2,1,3,0,8,1,1,1,2005.0,1,393,0,72,0,7,1,0
196,2249,0,1,0.0,7540,IR1,0,CulDSac,0,0,1Fam,SFoyer,6,6,1978,Gable,VinylSd,VinylSd,0,0.0,0,0,CBlock,1,0,0,GLQ,773,Unf,115,888,1,912,0,912,1,1,0,2,0,5,1,0,1,1978.0,0,470,0,0,0,6,0,29
197,1119,1,1,80.0,9428,Reg,0,Inside,0,0,1Fam,2Story,8,5,2007,Hip,VinylSd,VinylSd,1,310.0,0,0,PConc,1,0,0,GLQ,729,Unf,226,955,1,955,919,1874,1,2,1,3,0,8,1,1,1,2007.0,1,880,168,108,0,2,1,0
198,2856,0,1,84.0,10164,Reg,0,Inside,0,0,1Fam,1.5Fin,5,5,1939,Gable,VinylSd,VinylSd,0,0.0,0,0,CBlock,0,0,0,LwQ,646,Unf,346,992,0,992,473,1465,0,2,0,3,0,6,2,0,0,1939.0,0,240,0,126,0,7,0,56
199,1394,0,1,85.0,13825,Reg,0,Inside,0,0,1Fam,SLvl,5,6,1958,Gable,MetalSd,MetalSd,0,0.0,0,0,CBlock,0,0,0,Unf,0,Unf,533,533,0,1021,580,1601,0,1,0,3,0,6,0,0,0,1958.0,0,300,280,34,0,12,0,21
200,2587,0,1,55.0,7700,Reg,0,Inside,0,0,1Fam,SLvl,5,7,1956,Gable,VinylSd,VinylSd,0,0.0,0,0,CBlock,1,0,0,BLQ,271,Unf,30,301,1,1145,0,1145,0,1,0,3,0,6,0,0,0,1993.0,0,684,0,0,0,9,0,50
201,61,1,1,60.0,17433,IR2,0,CulDSac,1,0,1Fam,2Story,8,5,1998,Hip,VinylSd,VinylSd,0,114.0,0,0,PConc,1,0,0,Unf,0,Unf,1629,1629,1,1645,830,2475,0,2,1,4,0,7,1,0,1,1998.0,1,962,23,172,0,1,0,12
202,2661,0,0,70.0,6300,Reg,0,Corner,0,0,1Fam,2.5Unf,7,6,1910,Gable,Wd Sdng,Wd Sdng,0,0.0,0,0,BrkTil,0,0,0,Unf,0,Unf,1226,1226,1,1226,878,2104,0,2,0,5,0,9,0,0,0,1910.0,0,432,0,341,88,7,0,1
203,2711,0,1,80.0,10366,IR1,0,Corner,0,0,1Fam,SLvl,6,7,1964,Gable,HdBoard,Plywood,0,0.0,0,0,CBlock,0,0,0,GLQ,456,Unf,456,912,0,934,0,934,0,1,0,2,0,4,0,0,1,1964.0,0,336,77,0,0,7,0,42
204,1147,1,1,76.0,9291,IR1,0,Corner,0,0,1Fam,2Story,6,5,1993,Gable,HdBoard,HdBoard,0,120.0,0,0,PConc,1,0,0,GLQ,426,Unf,406,832,1,832,878,1710,0,2,1,3,0,7,0,0,1,1993.0,0,506,144,70,0,6,0,15
205,757,0,0,0.0,5775,IR2,0,Corner,0,0,1Fam,2Story,6,7,1915,Gable,Wd Sdng,Wd Sdng,0,0.0,0,0,BrkTil,0,0,0,Unf,0,Unf,483,483,1,741,686,1427,0,1,0,3,0,7,0,0,1,1915.0,0,379,0,24,112,2,0,7
206,2623,1,1,60.0,7200,Reg,0,Inside,0,0,1Fam,1Story,4,5,1950,Gable,BrkFace,Wd Sdng,0,0.0,0,0,Slab,0,0,0,NA,0,NA,0,0,0,1040,0,1040,0,1,0,2,0,4,0,0,0,1950.0,0,420,0,29,0,7,0,56
207,2378,0,1,24.0,2179,Reg,0,Inside,0,0,Twnhs,2Story,6,5,1976,Gable,Plywood,BrkComm,0,0.0,0,0,CBlock,1,0,0,ALQ,70,Unf,785,855,0,855,601,1456,0,2,1,3,0,6,1,0,1,1976.0,0,460,0,28,0,7,0,30
208,1413,1,1,50.0,9360,Reg,0,Corner,0,0,1Fam,2Story,6,8,1962,Gable,VinylSd,VinylSd,0,216.0,0,0,CBlock,0,0,0,Rec,324,Unf,297,621,0,621,648,1269,0,1,1,3,0,7,0,0,0,1962.0,0,280,0,236,0,11,0,7
209,1722,1,1,44.0,6442,IR1,0,Inside,1,0,TwnhsE,1Story,8,5,2006,Gable,VinylSd,VinylSd,1,178.0,0,0,PConc,1,1,0,GLQ,24,Unf,1346,1370,1,1370,0,1370,0,2,0,2,0,6,1,1,1,2006.0,0,484,120,49,0,10,0,1
210,1112,1,1,86.0,14598,IR1,0,CulDSac,0,0,1Fam,2Story,6,5,2007,Gable,VinylSd,VinylSd,1,74.0,0,0,PConc,1,0,0,Unf,0,Unf,894,894,1,894,1039,1933,0,2,1,4,0,9,1,1,0,2007.0,1,668,100,18,0,1,0,1
211,1623,1,1,0.0,8637,IR1,0,Inside,0,0,1Fam,2Story,6,5,1999,Gable,VinylSd,VinylSd,0,0.0,0,0,PConc,1,0,0,ALQ,871,Unf,52,923,0,947,767,1714,1,2,1,3,0,7,1,0,1,2000.0,1,451,256,48,0,4,0,7
212,1201,1,1,76.0,9120,Reg,0,Inside,0,0,1Fam,2Story,6,6,1974,Hip,HdBoard,HdBoard,0,270.0,0,0,CBlock,0,0,0,ALQ,442,Unf,459,901,0,943,933,1876,0,2,1,4,0,8,1,0,1,1974.0,0,540,0,69,0,7,0,34
213,1513,0,1,67.0,5142,Reg,0,Inside,0,0,1Fam,1.5Fin,4,7,1923,Gable,Wd Sdng,Wd Sdng,0,0.0,0,0,PConc,0,0,0,ALQ,224,Unf,725,949,0,949,343,1292,0,1,1,3,0,6,0,0,0,1923.0,0,205,0,0,183,6,0,0
214,957,1,1,150.0,215245,IR3,0,Inside,0,0,1Fam,1Story,7,5,1965,Hip,BrkFace,BrkFace,0,0.0,0,0,CBlock,1,0,1,ALQ,1236,Rec,80,2136,0,2036,0,2036,2,2,0,3,0,8,2,1,1,1965.0,0,513,0,0,0,6,0,44
215,1171,1,1,35.0,4109,IR1,0,Inside,0,0,TwnhsE,1Story,9,5,1999,Gable,VinylSd,VinylSd,0,260.0,0,0,PConc,1,0,0,GLQ,1141,Unf,416,1557,1,1557,0,1557,1,2,0,2,1,5,1,0,1,1999.0,0,484,124,113,0,6,0,8
216,1145,1,1,75.0,8285,Reg,0,Corner,0,0,1Fam,2Story,7,5,1992,Gable,HdBoard,HdBoard,0,0.0,0,0,PConc,1,0,0,GLQ,397,Unf,439,836,0,844,893,1737,0,2,1,3,0,7,0,0,1,1992.0,1,506,192,85,0,5,0,16
217,2726,1,1,0.0,20355,Reg,0,Inside,0,0,1Fam,1Story,7,6,1967,Gable,Plywood,Plywood,0,123.0,0,0,CBlock,1,0,0,Rec,810,ALQ,229,1865,0,1830,0,1830,1,1,0,2,0,6,2,1,1,1967.0,0,521,0,115,168,6,0,39
218,703,1,0,60.0,3378,Reg,1,Inside,0,0,1Fam,2Story,7,8,1946,Gable,HdBoard,HdBoard,0,0.0,0,0,CBlock,0,0,0,Unf,0,Unf,651,651,0,707,682,1389,0,1,1,3,0,6,2,1,0,1947.0,0,240,0,0,126,9,0,17
219,760,0,0,86.0,5160,Reg,0,Inside,0,0,1Fam,SFoyer,4,6,1923,Hip,MetalSd,MetalSd,0,0.0,0,0,PConc,1,0,0,BLQ,749,Rec,46,858,0,892,0,892,1,1,0,1,0,5,0,0,0,NA,0,0,0,0,105,7,0,59
220,1964,1,1,0.0,7500,Reg,0,Inside,0,0,1Fam,1Story,5,7,1959,Hip,BrkFace,BrkFace,0,0.0,0,0,CBlock,0,0,0,GLQ,574,Unf,466,1040,1,1040,0,1040,1,1,0,3,0,6,0,0,1,1959.0,0,286,0,0,0,7,0,4
221,2512,0,1,35.0,3735,Reg,0,FR3,0,0,TwnhsE,2Story,7,5,1999,Hip,MetalSd,MetalSd,0,218.0,0,0,PConc,1,0,0,GLQ,450,Unf,241,691,1,713,739,1452,1,2,1,3,0,6,0,0,0,1999.0,0,506,0,34,0,3,0,7
222,159,0,1,64.0,6979,Reg,0,Inside,0,0,Duplex,SFoyer,6,5,1980,Gable,Plywood,Plywood,0,0.0,0,0,CBlock,0,0,0,GLQ,1056,Unf,0,1056,0,1056,0,1056,2,0,0,0,0,4,0,0,0,1980.0,0,576,264,56,0,6,0,30
223,1281,1,1,71.0,7056,Reg,0,Inside,0,0,1Fam,2Story,6,5,1963,Hip,HdBoard,HdBoard,0,415.0,0,0,CBlock,0,0,0,BLQ,400,Unf,380,780,0,983,813,1796,1,1,1,4,0,8,1,0,1,1963.0,0,483,0,50,0,10,0,45
224,468,1,1,122.0,11911,IR2,0,Inside,0,0,1Fam,2Story,6,5,2005,Gable,VinylSd,VinylSd,0,0.0,0,0,PConc,1,0,0,Unf,0,Unf,684,684,1,684,876,1560,0,2,1,3,0,6,1,1,0,2005.0,1,400,100,38,0,3,0,4
225,290,0,1,0.0,7890,Reg,0,Corner,0,0,1Fam,1Story,6,6,1939,Gable,Wd Sdng,Wd Sdng,0,0.0,0,0,CBlock,0,0,0,Rec,238,Unf,618,856,0,856,0,856,1,1,0,2,0,4,1,1,0,1939.0,0,399,0,0,0,3,0,60
226,665,0,1,60.0,10800,Reg,0,Inside,0,0,1Fam,1Story,5,7,1920,Gable,Wd Sdng,Wd Sdng,0,0.0,0,0,BrkTil,0,0,0,Unf,0,Unf,720,720,0,846,0,846,0,1,0,2,0,4,0,0,0,1980.0,1,576,0,0,0,6,0,59
227,1463,1,1,0.0,11250,Reg,0,Corner,0,0,1Fam,2Story,8,5,2002,Gable,CemntBd,CmentBd,0,0.0,0,0,PConc,1,0,0,Unf,0,Unf,1128,1128,1,1149,1141,2290,0,2,1,4,0,9,1,1,1,2002.0,0,779,0,0,0,5,0,6
228,1792,1,1,70.0,9605,Reg,0,Inside,0,0,1Fam,2Story,7,5,2006,Gable,VinylSd,VinylSd,0,0.0,0,0,PConc,1,0,0,Unf,0,Unf,982,982,1,982,995,1977,0,2,1,3,0,7,0,0,1,2006.0,0,574,240,53,0,7,0,1
229,923,1,1,80.0,14680,IR1,1,Inside,0,0,1Fam,1Story,5,4,1960,Gable,MetalSd,MetalSd,0,0.0,0,0,CBlock,0,0,0,Rec,793,Unf,480,1273,1,1273,0,1273,0,1,0,2,0,5,0,0,1,1960.0,0,307,483,0,0,6,0,49
230,500,1,1,79.0,10208,IR1,0,Inside,1,0,1Fam,2Story,7,5,1996,Gable,VinylSd,VinylSd,0,921.0,0,0,PConc,1,0,0,Unf,0,Unf,1264,1264,1,1277,1067,2344,0,2,1,3,0,7,1,0,1,1996.0,0,889,220,0,0,7,0,12
231,1408,0,1,85.0,19550,Reg,0,Inside,0,0,1Fam,1Story,5,7,1940,Flat,PreCast,PreCast,0,0.0,0,0,PConc,0,0,1,ALQ,1035,Unf,545,1580,1,1518,0,1518,1,1,0,2,0,5,2,1,0,NA,0,0,0,39,0,1,0,1
232,331,0,0,21.0,1491,Reg,0,Inside,0,0,TwnhsE,SFoyer,4,6,1972,Gable,CemntBd,CmentBd,0,0.0,0,0,CBlock,1,0,0,LwQ,150,GLQ,0,630,1,630,0,630,1,1,0,1,0,3,0,0,0,NA,0,0,96,24,0,5,0,38
233,170,0,0,60.0,4800,Reg,0,Corner,0,0,1Fam,1.5Fin,4,5,1900,Hip,Wd Sdng,Wd Sdng,0,771.0,0,0,PConc,0,0,0,ALQ,48,Unf,661,709,0,1157,687,1844,1,1,0,3,0,9,2,1,0,1900.0,0,240,84,0,0,1,0,56
234,2192,1,1,60.0,8172,Reg,0,Inside,0,0,1Fam,1Story,4,5,1955,Gable,MetalSd,MetalSd,0,0.0,0,0,CBlock,0,0,0,BLQ,544,Unf,224,768,0,768,0,768,0,1,0,2,0,4,1,0,0,1959.0,0,355,0,0,196,7,0,52
235,2571,0,1,174.0,25419,Reg,0,Corner,0,0,1Fam,2Story,8,4,1918,Gable,Stucco,Stucco,0,0.0,0,0,PConc,0,0,0,GLQ,1036,LwQ,140,1360,0,1360,1360,3112,1,2,0,4,0,8,1,1,0,1918.0,0,795,0,16,552,3,0,16
236,2314,1,1,0.0,13031,IR2,0,Corner,0,0,1Fam,2Story,6,5,1995,Gable,HdBoard,HdBoard,0,0.0,0,0,PConc,1,0,0,ALQ,592,Unf,99,691,0,691,807,1498,0,2,1,3,0,6,1,0,1,1995.0,1,409,315,44,0,7,0,10
237,2647,0,0,50.0,5633,Reg,0,Inside,0,0,1Fam,1Story,5,7,1925,Gable,MetalSd,Stucco,0,0.0,0,0,BrkTil,0,0,0,Unf,0,Unf,844,844,0,844,0,844,0,1,0,2,0,5,0,0,0,1925.0,0,216,50,81,123,7,0,56
238,422,1,1,110.0,14257,Reg,0,Inside,1,1,1Fam,2Story,9,5,2007,Hip,VinylSd,VinylSd,1,726.0,1,0,PConc,1,0,0,GLQ,1360,Unf,416,1776,1,1794,978,2772,1,3,1,4,1,10,3,1,0,2007.0,1,754,135,64,0,6,0,2
239,2457,1,1,49.0,20896,IR2,0,CulDSac,0,0,1Fam,1Story,8,5,2005,Gable,VinylSd,VinylSd,0,0.0,0,0,PConc,1,0,0,GLQ,1721,Unf,356,2077,1,2097,0,2097,1,1,1,1,1,8,1,1,1,2005.0,1,1134,192,267,0,1,1,0
240,1838,1,1,47.0,4230,Reg,0,Corner,0,0,TwnhsE,1Story,7,5,2006,Gable,VinylSd,VinylSd,0,0.0,0,0,PConc,1,1,0,Unf,0,Unf,1352,1352,1,1352,0,1352,0,2,0,2,0,5,1,1,1,2006.0,0,466,0,241,0,4,1,0
241,2805,1,1,120.0,15611,Reg,0,Inside,0,0,1Fam,2Story,8,5,2006,Gable,VinylSd,VinylSd,0,0.0,0,0,PConc,1,0,0,Unf,0,Unf,1079,1079,1,1079,840,1919,0,2,1,3,0,8,1,1,1,2006.0,0,685,0,51,0,7,1,0
242,1645,1,1,0.0,10960,IR1,0,Inside,0,0,1Fam,1Story,6,5,1984,Hip,HdBoard,HdBoard,0,0.0,0,0,CBlock,1,0,0,GLQ,256,Unf,1028,1284,0,1284,0,1284,1,2,0,3,0,5,0,0,1,1984.0,0,480,0,0,192,4,0,23
243,1711,1,1,93.0,11999,Reg,0,Inside,1,0,1Fam,2Story,8,5,2003,Hip,VinylSd,VinylSd,0,340.0,0,0,PConc,1,0,0,Unf,0,Unf,1181,1181,1,1234,1140,2374,0,2,1,4,1,10,1,1,0,2003.0,1,656,104,100,0,5,0,3
244,2825,1,1,90.0,11060,IR1,0,Corner,0,0,1Fam,2Story,7,5,2003,Gable,VinylSd,VinylSd,0,0.0,0,0,PConc,1,0,0,Unf,0,Unf,1150,1150,1,1164,1150,2314,0,2,1,3,0,9,1,1,0,2003.0,1,502,0,274,0,2,0,1
245,322,1,1,89.0,13214,IR1,1,Inside,0,0,1Fam,1Story,9,5,2008,Hip,Stucco,CmentBd,0,0.0,1,0,PConc,1,0,1,Unf,0,Unf,2002,2002,1,2018,0,2018,0,2,0,3,1,10,1,1,1,2009.0,1,746,144,76,0,5,0,1
246,2103,1,1,66.0,10235,IR1,0,Inside,0,0,1Fam,1Story,8,5,2007,Gable,VinylSd,VinylSd,1,306.0,0,0,PConc,1,0,0,Unf,0,Unf,1643,1643,1,1651,0,1651,0,2,0,3,0,7,1,1,1,2007.0,0,870,192,64,0,9,1,0
247,342,1,1,74.0,13008,IR1,0,Inside,0,0,1Fam,1Story,6,5,1956,Gable,MetalSd,MetalSd,0,0.0,0,0,CBlock,0,0,0,Rec,564,Unf,318,882,0,882,0,882,0,1,0,2,0,5,0,0,1,1956.0,0,502,0,0,0,10,0,53
248,600,1,1,60.0,7436,Reg,0,Inside,0,0,1Fam,1Story,4,7,1960,Gable,VinylSd,VinylSd,0,0.0,0,0,CBlock,0,0,0,ALQ,734,Unf,160,894,0,894,0,894,1,1,0,2,0,5,1,0,0,1988.0,0,396,0,0,0,8,0,49
249,488,1,1,60.0,8123,IR1,0,Inside,0,0,1Fam,2Story,6,5,2000,Gable,VinylSd,VinylSd,0,16.0,0,0,PConc,1,0,0,Unf,0,Unf,982,982,1,1007,793,1800,0,2,1,3,0,7,1,0,1,2000.0,1,463,100,63,0,6,0,9
250,1725,1,1,68.0,7820,IR1,0,Inside,1,0,TwnhsE,1Story,9,5,2007,Hip,MetalSd,MetalSd,0,362.0,1,0,PConc,1,0,0,Unf,0,Unf,1869,1869,1,1869,0,1869,0,2,0,2,1,6,1,1,1,2007.0,0,617,210,54,0,12,1,0
251,2246,1,0,59.0,5568,IR1,1,Inside,0,0,TwnhsE,1Story,8,5,2006,Hip,CemntBd,CmentBd,1,473.0,0,0,PConc,1,0,1,GLQ,1573,Unf,0,1573,0,1625,0,1625,1,2,0,2,0,5,1,1,1,2006.0,1,495,123,0,0,10,1,0
252,2847,0,1,60.0,8400,Reg,0,Inside,0,0,1Fam,1.5Fin,6,5,1940,Gable,Wd Sdng,MetalSd,0,0.0,0,0,CBlock,0,0,0,LwQ,388,Unf,552,940,1,1192,403,1595,0,1,0,2,0,6,2,1,1,1940.0,0,240,0,0,108,6,0,6
253,806,1,1,80.0,9828,IR1,0,Inside,0,0,1Fam,2Story,8,5,1995,Gable,VinylSd,VinylSd,0,0.0,0,0,PConc,1,0,0,GLQ,584,Unf,544,1128,1,1142,878,2020,0,2,1,3,0,8,1,0,1,1995.0,0,466,0,155,0,6,0,14
254,530,1,1,75.0,9375,Reg,0,Inside,0,0,1Fam,2Story,7,5,2003,Gable,VinylSd,VinylSd,0,0.0,0,0,PConc,1,0,0,Unf,0,Unf,912,912,1,912,1182,2094,0,2,1,4,0,8,1,1,0,2003.0,1,615,182,182,0,11,0,5
255,963,1,1,130.0,11457,IR1,0,Corner,0,0,1Fam,1Story,6,5,1988,Gable,HdBoard,HdBoard,0,0.0,0,0,CBlock,1,0,0,GLQ,1005,Unf,387,1392,0,1412,0,1412,1,2,0,3,0,6,1,0,1,1988.0,0,576,0,0,169,3,0,21
256,2678,0,0,51.0,6120,Reg,0,Inside,0,0,1Fam,1.5Fin,3,5,1930,Gable,AsbShng,AsbShng,0,0.0,0,0,CBlock,0,0,0,Rec,347,Unf,381,728,1,728,434,1162,1,1,0,3,0,6,0,0,0,1930.0,0,258,0,24,0,11,0,56
257,171,0,0,55.0,8800,Reg,0,Corner,0,0,1Fam,1.5Fin,4,7,1910,Gable,Wd Sdng,Wd Sdng,0,0.0,0,0,BrkTil,0,0,0,Unf,0,Unf,576,576,0,792,348,1140,0,1,0,3,0,7,0,0,0,NA,0,0,0,160,0,6,0,6
258,2401,1,1,56.0,20431,IR2,0,Inside,1,0,1Fam,2Story,9,5,2005,Hip,CemntBd,CmentBd,0,870.0,1,0,PConc,1,0,0,GLQ,1410,Unf,438,1848,1,1848,880,2728,1,2,1,4,1,10,2,1,1,2006.0,1,706,0,0,0,4,1,0
259,805,1,1,85.0,10560,Reg,0,Corner,0,0,1Fam,2Story,7,5,1993,Gable,VinylSd,VinylSd,0,0.0,0,0,PConc,1,1,0,GLQ,474,Unf,605,1079,1,1079,800,1879,1,2,1,3,0,8,1,0,1,1993.0,0,473,400,100,144,8,0,15
260,2259,1,1,149.0,19958,Reg,0,Inside,0,0,1Fam,1Story,6,8,1958,Hip,HdBoard,HdBoard,0,1224.0,0,0,CBlock,0,0,0,Unf,0,Unf,585,585,0,2279,0,2279,0,2,1,4,0,7,1,1,1,1958.0,0,461,274,0,0,7,0,12
261,1748,0,1,87.0,11084,IR1,0,Corner,0,0,1Fam,SLvl,7,5,2004,Gable,VinylSd,VinylSd,0,0.0,0,0,PConc,1,0,0,GLQ,192,Unf,192,384,1,744,630,1374,1,2,1,3,0,8,1,1,0,2004.0,1,400,100,0,0,6,0,3
262,1361,0,0,60.0,10266,Reg,0,Inside,0,0,1Fam,2Story,6,6,1952,Gable,MetalSd,MetalSd,0,0.0,0,0,CBlock,0,0,0,Rec,372,Unf,396,768,0,768,768,1536,0,1,1,4,0,7,0,0,0,1952.0,0,308,0,216,80,5,0,56
263,1677,0,0,21.0,1890,Reg,0,Inside,0,0,Twnhs,2Story,6,5,1973,Gable,HdBoard,HdBoard,0,285.0,0,0,CBlock,0,0,0,BLQ,356,Unf,316,672,0,672,546,1218,0,1,1,3,0,7,0,0,0,1973.0,0,264,144,28,0,5,0,34
264,1406,1,1,85.0,10452,IR1,0,Inside,0,0,1Fam,1Story,6,5,1953,Hip,Wd Sdng,Wd Sdng,1,216.0,0,0,CBlock,0,0,0,Rec,500,Unf,594,1094,1,1094,0,1094,0,1,0,3,0,5,2,1,1,1953.0,0,495,0,0,0,6,0,55
265,2322,1,1,168.0,23257,IR3,1,CulDSac,0,0,1Fam,2Story,7,5,2006,Gable,VinylSd,VinylSd,0,0.0,0,0,PConc,1,1,0,Unf,0,Unf,868,868,1,887,1134,2021,0,2,1,3,0,9,1,1,0,2006.0,0,422,0,100,0,9,1,0
266,688,1,1,76.0,7570,Reg,0,Corner,0,0,1Fam,2Story,6,5,1964,Gable,HdBoard,HdBoard,0,420.0,0,0,CBlock,0,0,0,Unf,0,Unf,780,780,0,993,813,1806,0,1,1,4,0,8,0,0,1,1964.0,0,483,0,55,0,3,0,45
267,143,1,1,70.0,8400,Reg,0,Inside,0,0,1Fam,1Story,5,6,1957,Gable,MetalSd,MetalSd,0,0.0,0,0,CBlock,0,0,0,Rec,922,Unf,392,1314,0,1314,0,1314,1,1,0,3,0,5,0,0,1,1957.0,0,294,250,0,0,6,0,53
268,804,1,1,75.0,9317,Reg,0,Inside,0,0,1Fam,2Story,7,5,1993,Gable,HdBoard,HdBoard,0,137.0,0,0,PConc,1,0,0,ALQ,513,Unf,227,740,1,1006,769,1775,1,2,1,3,0,7,1,0,1,1993.0,0,425,234,72,192,7,0,16
269,1214,0,1,82.0,9020,Reg,0,Corner,0,0,1Fam,SLvl,6,5,1964,Gable,Plywood,Wd Sdng,0,259.0,0,0,CBlock,0,0,1,GLQ,624,Rec,288,1248,0,1350,0,1350,1,1,1,3,0,6,0,0,1,1964.0,0,520,176,0,0,6,0,44
270,2828,0,0,35.0,3675,Reg,0,Inside,0,0,TwnhsE,SFoyer,6,5,2005,Gable,VinylSd,VinylSd,0,82.0,0,0,PConc,1,0,1,GLQ,547,Unf,0,547,0,1072,0,1072,1,1,0,2,0,5,0,0,0,2005.0,1,525,0,44,0,10,1,0
271,1999,0,0,60.0,7200,Reg,0,Corner,0,0,2fmCon,2.5Unf,6,6,1910,Hip,MetalSd,MetalSd,0,0.0,0,0,BrkTil,0,0,0,Rec,1046,Unf,168,1214,1,1260,1031,2291,0,2,0,4,0,9,1,1,0,1900.0,0,506,0,0,0,11,0,9
272,2467,1,1,65.0,8125,Reg,0,Inside,0,0,1Fam,2Story,7,5,2006,Gable,VinylSd,VinylSd,0,0.0,0,0,PConc,1,1,0,Unf,0,Unf,770,770,1,778,798,1576,0,2,1,3,0,6,0,0,1,2006.0,0,614,0,50,0,8,1,0
