,Id,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Lot Shape,Land Contour,Lot Config,Neighborhood,Condition 1,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Roof Style,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,Bsmt Unf SF,Total Bsmt SF,Heating QC,1st Flr SF,2nd Flr SF,Gr Liv Area,Bsmt Full Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen Qual,TotRms AbvGrd,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Area,Wood Deck SF,Open Porch SF,Enclosed Porch,Mo Sold,Sale Type,SalePrice,Age
1053,596,1,1,70.0,9100,Reg,0,Inside,0,0,1Fam,1Story,5,6,1965,Gable,VinylSd,VinylSd,0,0.0,0,0,CBlock,0,0,0,BLQ,338.0,Rec,121.0,925.0,1,925,0,925,0.0,1,0,2,0,5,0,0,0,1965.0,0,429.0,0,0,0,7,0,117500,44
1054,922,0,1,130.0,9600,IR1,1,Inside,0,0,1Fam,1.5Fin,5,7,1940,Gable,MetalSd,MetalSd,0,0.0,0,0,BrkTil,0,0,0,Rec,428.0,Unf,300.0,728.0,1,976,332,1308,1.0,1,1,2,0,7,2,0,0,1940.0,0,256.0,0,70,0,6,0,160000,59
1055,2065,1,1,81.0,14175,Reg,0,Inside,0,1,1Fam,1Story,5,5,1956,Hip,BrkFace,BrkFace,0,0.0,0,0,CBlock,0,0,0,Rec,386.0,ALQ,332.0,1240.0,0,1375,0,1375,1.0,1,0,3,0,6,1,1,1,1956.0,0,323.0,0,0,0,12,0,187000,9
1056,1710,1,1,110.0,14277,Reg,0,Inside,1,0,1Fam,2Story,8,5,2003,Gable,VinylSd,VinylSd,0,280.0,0,0,PConc,1,0,0,GLQ,938.0,Unf,379.0,1317.0,1,1217,1168,2385,1.0,2,1,3,0,7,1,1,1,2003.0,1,818.0,192,228,0,1,0,350000,4
1057,1034,0,1,60.0,9000,Reg,0,FR2,0,0,Duplex,2Story,5,5,1974,Gable,VinylSd,VinylSd,0,0.0,0,0,CBlock,1,0,0,Unf,0.0,Unf,896.0,896.0,0,896,896,1792,0.0,2,2,4,0,8,0,0,0,1982.0,0,480.0,0,45,0,6,0,133000,34
1058,1057,1,1,105.0,13693,Reg,0,Inside,1,0,1Fam,1Story,8,5,2007,Hip,VinylSd,VinylSd,1,554.0,0,0,PConc,1,0,1,GLQ,1728.0,BLQ,195.0,2418.0,1,2464,0,2464,1.0,2,1,4,1,9,1,1,1,2007.0,1,650.0,358,78,0,8,0,417500,1
1059,470,1,1,51.0,3635,Reg,0,Inside,0,0,TwnhsE,1Story,7,5,2007,Hip,VinylSd,VinylSd,0,130.0,0,0,PConc,1,0,0,ALQ,988.0,Unf,398.0,1386.0,1,1569,0,1569,0.0,2,0,1,0,7,1,0,1,2007.0,0,660.0,143,20,0,5,0,175900,2
1060,819,1,1,84.0,10933,Reg,0,Inside,0,0,1Fam,1Story,9,5,2009,Hip,VinylSd,VinylSd,1,242.0,1,0,PConc,1,0,1,GLQ,1021.0,Unf,534.0,1555.0,1,1680,0,1680,1.0,1,1,1,1,8,1,1,1,2009.0,1,1138.0,185,24,0,7,1,323262,0
1061,2160,1,1,65.0,8450,Reg,0,Inside,0,0,1Fam,1Story,7,5,2003,Gable,VinylSd,VinylSd,0,0.0,0,0,PConc,1,0,0,GLQ,699.0,Unf,638.0,1337.0,1,1337,0,1337,1.0,2,0,3,0,6,0,0,1,2003.0,0,531.0,0,39,0,10,0,185000,4
1062,2552,0,1,60.0,8550,Reg,0,Inside,0,0,1Fam,1Story,6,8,1934,Gable,MetalSd,MetalSd,0,0.0,0,0,CBlock,0,0,0,BLQ,574.0,Unf,242.0,816.0,1,816,0,816,1.0,1,0,2,0,4,1,0,1,1949.0,0,240.0,228,0,40,7,0,129800,56
1063,41,1,1,95.0,12182,Reg,0,Corner,1,0,1Fam,1Story,7,5,2005,Gable,VinylSd,VinylSd,0,226.0,0,0,PConc,1,0,0,BLQ,1201.0,Unf,340.0,1541.0,1,1541,0,1541,0.0,2,0,3,0,7,1,1,1,2005.0,0,532.0,0,70,0,5,1,220000,5
1064,742,0,0,51.0,6120,Reg,0,Inside,0,0,1Fam,1.5Fin,4,7,1935,Gable,AsbShng,AsbShng,0,0.0,0,0,BrkTil,0,0,0,Unf,0.0,Unf,884.0,884.0,1,989,584,1573,0.0,1,0,3,0,6,0,0,0,1935.0,0,240.0,0,0,54,7,0,133000,14
1065,686,0,1,60.0,10800,Reg,0,Inside,0,0,1Fam,1.5Fin,4,7,1949,Gable,MetalSd,MetalSd,0,0.0,0,0,CBlock,0,0,0,Unf,0.0,Unf,832.0,832.0,0,832,629,1461,0.0,2,0,4,0,6,0,0,0,1949.0,0,384.0,0,204,0,8,0,133500,13
1066,314,0,1,0.0,12760,IR1,0,Inside,0,0,Duplex,1Story,6,5,1976,Gable,Plywood,Plywood,0,0.0,0,0,CBlock,0,0,0,Unf,0.0,Unf,1958.0,1958.0,0,2048,0,2048,0.0,3,0,5,0,9,0,0,0,1976.0,0,776.0,0,0,0,3,0,170000,34
1067,1630,1,1,0.0,7655,IR1,0,CulDSac,0,0,1Fam,2Story,6,5,1993,Gable,HdBoard,HdBoard,0,0.0,0,0,PConc,1,0,0,Unf,0.0,Unf,903.0,903.0,0,910,732,1642,0.0,2,1,3,0,7,1,0,1,1993.0,0,392.0,290,84,0,7,0,168000,13
1068,191,0,0,60.0,10560,Reg,0,Inside,0,0,1Fam,2Story,6,7,1922,Gable,Wd Sdng,Wd Sdng,0,0.0,0,0,CBlock,0,0,0,Rec,283.0,Unf,455.0,738.0,1,868,602,1470,0.0,1,1,2,0,6,0,0,0,1970.0,0,624.0,0,0,0,6,0,140750,16
1069,1626,1,1,60.0,7500,Reg,0,Inside,0,0,1Fam,2Story,6,5,1999,Gable,VinylSd,VinylSd,0,0.0,0,0,PConc,1,0,0,Unf,0.0,Unf,938.0,938.0,1,957,1342,2299,0.0,3,1,5,0,7,1,0,1,1999.0,1,482.0,188,30,0,8,0,204000,4
1070,59,1,1,0.0,9505,IR1,0,CulDSac,0,0,1Fam,2Story,7,5,2001,Gable,VinylSd,VinylSd,0,180.0,0,0,PConc,1,0,0,Unf,0.0,Unf,884.0,884.0,1,884,1151,2035,0.0,2,1,3,0,8,1,1,0,2001.0,1,434.0,144,48,0,5,0,222500,9
1071,2632,0,1,69.0,10205,IR1,0,Inside,0,0,1Fam,SFoyer,5,5,1962,Gable,MetalSd,MetalSd,0,0.0,0,0,CBlock,0,0,0,BLQ,784.0,Unf,141.0,925.0,0,999,0,999,1.0,1,0,3,0,6,0,0,1,1962.0,0,300.0,150,72,0,5,0,134500,44
1072,1835,1,1,45.0,4379,IR1,0,FR2,0,0,TwnhsE,1Story,8,5,2004,Gable,MetalSd,MetalSd,0,0.0,0,0,PConc,1,0,0,GLQ,851.0,Unf,527.0,1378.0,1,1378,0,1378,1.0,2,0,2,0,6,1,1,1,2004.0,1,540.0,160,56,0,7,0,214000,3
1073,2675,0,0,65.0,7800,Reg,0,Inside,0,0,2fmCon,1.5Fin,5,7,1939,Gable,MetalSd,MetalSd,0,0.0,0,0,CBlock,1,0,0,Rec,507.0,Unf,286.0,793.0,0,793,325,1118,1.0,1,0,3,0,5,1,1,0,1939.0,0,410.0,0,0,0,5,0,119900,56
1074,1503,0,1,92.0,12108,Reg,0,Inside,0,0,Duplex,1Story,4,4,1955,Gable,VinylSd,VinylSd,0,270.0,0,0,CBlock,0,0,0,ALQ,133.0,Unf,1307.0,1440.0,0,1440,0,1440,0.0,2,0,4,0,8,0,0,0,NA,0,0.0,0,0,0,9,0,118000,53
1075,1963,1,1,70.0,7000,Reg,0,Inside,0,0,1Fam,1Story,5,7,1960,Gable,Wd Sdng,Wd Sdng,0,45.0,0,0,CBlock,0,0,0,Rec,588.0,Unf,422.0,1010.0,1,1134,0,1134,0.0,1,0,2,0,6,0,0,1,1960.0,0,254.0,0,16,0,4,0,135000,5
1076,1352,0,1,64.0,13053,Reg,0,Inside,0,0,1Fam,1.5Fin,6,7,1923,Gambrel,Wd Sdng,Wd Sdng,0,0.0,0,0,BrkTil,0,0,0,Unf,0.0,Unf,833.0,833.0,0,1053,795,1848,0.0,1,1,4,0,8,1,1,0,1922.0,0,370.0,0,0,0,6,0,207000,8
1077,1519,0,1,60.0,8400,Reg,0,Inside,0,0,1Fam,1.5Fin,6,5,1925,Gable,MetalSd,MetalSd,0,0.0,0,0,PConc,0,0,0,Rec,423.0,Unf,758.0,1181.0,0,1390,304,1694,0.0,2,0,4,0,7,1,1,0,1925.0,0,576.0,342,0,128,6,0,136500,58
1078,1305,1,0,50.0,6000,Reg,0,Corner,0,0,1Fam,1Story,4,7,1954,Gable,MetalSd,MetalSd,0,0.0,0,0,CBlock,0,0,0,Unf,0.0,Unf,901.0,901.0,1,901,0,901,0.0,1,0,2,0,4,0,0,0,1954.0,0,281.0,0,0,0,8,0,107900,8
1079,2014,0,0,0.0,6240,Reg,0,Inside,0,0,1Fam,1.5Fin,6,5,1938,Gable,VinylSd,VinylSd,0,0.0,0,0,BrkTil,0,0,0,LwQ,52.0,Unf,809.0,861.0,0,861,548,1409,1.0,1,1,3,0,6,1,1,0,1968.0,0,528.0,225,0,84,3,0,126000,57
1080,1,1,1,141.0,31770,IR1,0,Corner,0,0,1Fam,1Story,6,5,1960,Hip,BrkFace,Plywood,1,112.0,0,0,CBlock,0,1,1,BLQ,639.0,Unf,441.0,1080.0,0,1656,0,1656,1.0,1,0,3,0,7,2,1,1,1960.0,1,528.0,210,62,0,5,0,215000,50
1081,1052,1,1,96.0,12474,Reg,0,Inside,1,0,1Fam,2Story,10,5,2007,Gable,VinylSd,VinylSd,1,272.0,1,0,PConc,1,0,0,GLQ,1280.0,Unf,402.0,1682.0,1,1742,590,2332,1.0,2,1,3,1,9,1,1,0,2008.0,1,846.0,196,134,0,8,1,426000,0
1082,622,1,1,80.0,9600,Reg,0,Inside,0,0,1Fam,1Story,5,7,1950,Gable,MetalSd,MetalSd,0,0.0,0,0,CBlock,0,0,0,ALQ,607.0,Unf,506.0,1113.0,0,1113,0,1113,0.0,1,0,3,0,5,1,1,1,1950.0,0,264.0,0,80,120,7,0,147000,2
1083,913,0,1,64.0,8574,Reg,0,Inside,0,0,1Fam,1Story,6,8,1916,Gable,Stucco,Stucco,0,0.0,0,0,BrkTil,0,0,0,Unf,0.0,Unf,816.0,816.0,1,1232,0,1232,0.0,1,0,3,0,6,1,1,0,1916.0,0,440.0,0,0,180,10,0,147500,9
1084,1058,1,1,104.0,14418,IR1,0,Inside,1,0,1Fam,1Story,9,5,2007,Hip,VinylSd,VinylSd,0,480.0,1,0,PConc,1,0,1,GLQ,1375.0,Unf,575.0,1950.0,1,1950,0,1950,1.0,2,0,2,1,7,1,1,1,2007.0,1,706.0,156,207,0,5,0,383000,1
1085,2348,1,1,80.0,10400,Reg,0,Inside,0,0,1Fam,1Story,7,5,1988,Gable,Wd Sdng,Wd Sdng,0,102.0,0,0,CBlock,1,0,0,GLQ,929.0,Unf,916.0,1845.0,0,1872,0,1872,0.0,2,0,3,0,6,1,0,1,1988.0,1,604.0,197,39,0,6,0,241500,18
1086,1527,0,1,63.0,15564,Reg,0,Inside,0,0,1Fam,1.5Fin,6,6,1914,Gable,Wd Sdng,Wd Shng,0,0.0,0,0,BrkTil,1,0,0,Unf,0.0,Unf,676.0,676.0,1,676,588,1264,0.0,1,0,3,0,6,0,0,0,1994.0,0,400.0,424,0,0,1,0,147500,13
1087,1011,1,1,101.0,13543,IR1,1,Corner,1,0,1Fam,2Story,8,5,2005,Gable,VinylSd,VinylSd,1,130.0,0,0,PConc,1,0,1,GLQ,16.0,Unf,1152.0,1168.0,1,1168,1332,2500,0.0,3,1,5,1,9,1,1,0,2005.0,1,683.0,192,32,0,7,0,355000,3
1088,1332,0,0,50.0,6130,Reg,0,Inside,0,0,1Fam,1.5Unf,5,6,1924,Gable,MetalSd,MetalSd,0,0.0,0,0,BrkTil,0,0,0,ALQ,784.0,Unf,0.0,784.0,0,784,0,784,1.0,1,0,2,0,5,0,0,0,NA,0,0.0,0,0,116,5,0,109500,58
1089,709,0,0,50.0,5925,Reg,0,Corner,0,0,1Fam,1Story,2,4,1940,Gable,MetalSd,MetalSd,0,0.0,0,0,BrkTil,0,0,0,NA,0.0,NA,0.0,0.0,0,612,0,612,0.0,1,0,1,0,4,0,0,0,1965.0,0,308.0,0,0,25,10,0,45000,59
1090,209,0,1,0.0,24090,Reg,0,Inside,0,0,1Fam,2Story,7,7,1940,Gable,MetalSd,MetalSd,0,0.0,0,0,CBlock,0,0,0,Unf,0.0,Unf,1032.0,1032.0,1,1207,1196,2403,0.0,2,0,4,0,10,2,0,1,1940.0,0,349.0,56,0,318,6,0,244400,60
1091,619,1,1,80.0,9600,Reg,0,Inside,0,0,1Fam,1Story,6,5,1953,Hip,HdBoard,HdBoard,1,238.0,0,0,CBlock,0,0,0,GLQ,1285.0,Unf,131.0,1416.0,0,1644,0,1644,1.0,1,0,3,0,7,2,1,1,1953.0,1,418.0,110,0,0,10,0,167000,56
1092,2150,1,1,65.0,8158,Reg,0,Inside,0,0,1Fam,2Story,7,5,2002,Gable,VinylSd,VinylSd,0,214.0,0,0,PConc,1,0,0,Unf,0.0,Unf,860.0,860.0,1,860,869,1729,0.0,2,1,3,0,7,0,0,1,2002.0,1,542.0,386,63,0,8,0,200000,5
1093,2704,0,1,50.0,5220,IR1,0,Inside,0,0,1Fam,1Story,5,3,1936,Gable,Wd Sdng,Wd Shng,0,0.0,0,0,BrkTil,0,0,0,Unf,0.0,Unf,830.0,830.0,0,879,0,879,0.0,1,0,2,0,4,0,0,0,1936.0,0,180.0,0,108,0,1,0,80000,56
1094,2839,1,1,60.0,8172,Reg,0,Inside,0,0,1Fam,1Story,5,7,1955,Hip,WdShing,Plywood,0,0.0,0,0,CBlock,0,0,0,Rec,167.0,Unf,697.0,864.0,0,864,0,864,1.0,1,0,2,0,5,0,0,0,1957.0,0,572.0,0,0,0,4,0,115000,16
1095,1242,1,1,72.0,9000,Reg,0,Inside,0,0,1Fam,1Story,6,5,1956,Gable,Wd Sdng,Wd Sdng,0,74.0,0,0,CBlock,1,0,0,LwQ,616.0,Unf,580.0,1196.0,0,1196,0,1196,1.0,1,0,2,0,6,1,1,1,1956.0,0,297.0,0,44,0,5,0,139000,52
1096,2714,1,1,74.0,7844,Reg,0,Inside,0,0,1Fam,2Story,6,7,1978,Hip,HdBoard,HdBoard,0,203.0,0,0,CBlock,0,0,0,ALQ,209.0,Unf,463.0,672.0,0,672,728,1400,0.0,1,1,3,0,6,1,0,1,1978.0,1,440.0,0,0,0,3,0,149500,28
1097,799,0,1,60.0,9084,Reg,0,Inside,0,0,1Fam,2Story,4,5,1940,Gable,MetalSd,MetalSd,0,0.0,0,0,CBlock,0,0,0,Unf,0.0,Unf,755.0,755.0,0,755,755,1510,1.0,1,0,4,0,7,1,1,0,1940.0,0,296.0,120,0,0,10,0,108000,59
1098,1260,0,1,60.0,10800,Reg,0,Inside,0,0,2fmCon,2Story,4,7,1900,Gable,MetalSd,MetalSd,0,0.0,0,0,BrkTil,0,0,0,NA,0.0,NA,0.0,0.0,0,694,600,1294,0.0,2,0,3,0,7,0,0,0,NA,0,0.0,220,114,210,8,0,106250,8
1099,2107,1,1,74.0,8556,Reg,0,Inside,0,0,1Fam,1Story,7,5,2006,Gable,VinylSd,VinylSd,0,0.0,0,0,PConc,1,0,0,Unf,0.0,Unf,1240.0,1240.0,1,1240,0,1240,0.0,2,0,2,0,5,0,0,1,2006.0,0,826.0,140,93,0,5,0,194000,1
1100,2486,1,1,70.0,9100,Reg,0,Inside,0,0,1Fam,1Story,5,4,1962,Hip,Wd Sdng,Wd Sdng,0,51.0,0,0,CBlock,0,0,0,LwQ,36.0,Unf,952.0,988.0,1,988,0,988,1.0,1,0,3,0,6,0,0,0,1977.0,0,624.0,0,0,0,7,0,129500,44
1101,1911,0,1,63.0,8668,Reg,0,Corner,0,0,Duplex,1Story,5,5,1968,Gable,MetalSd,MetalSd,0,0.0,0,0,CBlock,0,0,0,Unf,0.0,Unf,1560.0,1560.0,0,1560,0,1560,0.0,2,0,4,0,8,0,0,0,1968.0,0,792.0,0,0,0,5,0,126000,39
1102,896,1,1,70.0,11767,Reg,0,Inside,0,0,1Fam,1Story,5,5,1950,Gable,MetalSd,MetalSd,0,0.0,0,0,CBlock,0,0,0,Rec,1078.0,Unf,0.0,1078.0,0,1368,0,1368,1.0,1,0,3,0,6,0,0,1,1950.0,0,195.0,0,41,211,6,0,120000,59
1103,272,1,1,70.0,8400,Reg,0,Inside,0,0,1Fam,1Story,7,5,2004,Gable,VinylSd,VinylSd,0,109.0,0,0,PConc,1,0,0,GLQ,712.0,Unf,761.0,1473.0,1,1484,0,1484,1.0,2,0,3,0,7,0,0,1,2004.0,0,606.0,0,35,0,5,0,213000,5
1105,2324,1,1,0.0,8076,IR1,0,Inside,0,0,1Fam,1Story,6,6,1993,Gable,HdBoard,HdBoard,0,112.0,0,0,PConc,1,0,0,GLQ,705.0,Unf,455.0,1160.0,0,1169,0,1169,0.0,2,0,3,0,6,1,0,1,1993.0,1,402.0,0,26,0,7,0,183500,12
1106,1953,0,1,93.0,10090,IR1,0,Inside,0,0,1Fam,SLvl,7,5,1963,Gable,Plywood,Plywood,0,364.0,0,0,CBlock,0,0,0,Rec,242.0,ALQ,0.0,725.0,0,1035,616,1651,0.0,2,0,4,0,6,2,0,0,1963.0,0,276.0,460,46,0,10,0,172000,8
1107,887,1,1,67.0,8877,Reg,0,Inside,0,0,1Fam,1Story,4,6,1938,Gable,MetalSd,MetalSd,0,0.0,0,0,CBlock,0,0,0,ALQ,690.0,Unf,126.0,816.0,1,816,0,816,1.0,1,0,2,0,3,1,1,0,1958.0,0,288.0,0,0,0,5,0,100000,51
1108,1479,1,1,85.0,11058,Reg,0,Corner,0,0,1Fam,1Story,7,6,2007,Gable,VinylSd,VinylSd,1,212.0,0,0,PConc,1,0,0,GLQ,56.0,Unf,1508.0,1564.0,1,1564,0,1564,0.0,2,0,3,0,6,0,0,1,2007.0,0,814.0,0,24,0,2,0,218836,1
1109,1317,0,0,60.0,10800,Reg,0,Inside,0,0,2fmCon,1.5Fin,6,7,1905,Gable,Wd Sdng,Wd Sdng,0,0.0,0,0,BrkTil,0,0,0,Unf,0.0,Unf,482.0,482.0,1,1221,691,1912,0.0,2,0,3,0,7,1,0,0,2003.0,0,672.0,0,25,212,4,0,163000,8
1110,1750,1,1,59.0,10936,IR1,0,Inside,0,0,1Fam,1Story,7,5,2006,Gable,VinylSd,VinylSd,0,0.0,0,0,PConc,1,0,0,Unf,0.0,Unf,1510.0,1510.0,1,1525,0,1525,0.0,2,1,3,0,6,1,1,1,2006.0,0,534.0,100,18,0,4,1,206580,1
1111,2815,1,1,65.0,8461,Reg,0,Inside,0,0,1Fam,2Story,6,5,2005,Gable,VinylSd,VinylSd,0,0.0,0,0,PConc,1,0,0,Unf,0.0,Unf,728.0,728.0,1,728,728,1456,0.0,2,1,3,0,8,1,1,1,2005.0,1,390.0,0,24,0,7,1,163990,0
1112,2692,0,0,60.0,7518,Reg,0,FR3,0,0,1Fam,2Story,5,8,1910,Gable,AsbShng,Plywood,0,0.0,0,0,BrkTil,0,0,0,Unf,0.0,Unf,396.0,396.0,0,665,665,1330,0.0,1,0,3,0,7,0,0,0,2001.0,0,390.0,0,72,45,7,0,116500,2
1113,1090,1,1,0.0,8010,IR1,0,Inside,0,0,1Fam,2Story,7,5,2002,Gable,VinylSd,VinylSd,0,0.0,0,0,PConc,1,0,0,Unf,0.0,Unf,840.0,840.0,1,840,880,1720,0.0,2,1,3,0,7,1,1,0,2002.0,1,400.0,138,48,0,7,0,188000,5
1114,1912,0,1,0.0,10050,IR1,0,Inside,0,0,1Fam,SFoyer,5,6,1966,Gable,HdBoard,HdBoard,0,87.0,0,0,CBlock,0,0,0,GLQ,602.0,Unf,191.0,793.0,1,1280,0,1280,0.0,2,0,3,0,6,1,0,0,1966.0,1,432.0,140,40,0,6,0,175000,41
1115,1634,1,1,38.0,4740,IR1,0,Inside,1,0,TwnhsE,1Story,8,5,1988,Gable,CemntBd,CmentBd,0,0.0,0,0,CBlock,1,0,1,GLQ,248.0,Unf,918.0,1166.0,0,1179,0,1179,1.0,2,0,2,0,5,0,0,1,1988.0,0,480.0,0,108,0,10,0,182000,19
1116,1974,0,0,60.0,6978,Reg,0,Inside,0,0,1Fam,1Story,5,7,1926,Gable,MetalSd,MetalSd,0,0.0,0,0,BrkTil,0,0,0,Unf,0.0,Unf,850.0,850.0,0,960,0,960,0.0,1,0,2,0,5,0,0,0,1981.0,0,576.0,0,0,116,4,0,103000,27
1117,1764,1,1,0.0,11400,Reg,0,Inside,1,0,1Fam,1Story,10,5,2001,Hip,VinylSd,VinylSd,0,705.0,1,0,PConc,1,0,1,GLQ,1282.0,Unf,1351.0,2633.0,1,2633,0,2633,1.0,2,1,2,1,8,2,1,1,2001.0,0,804.0,314,140,0,3,0,466500,5
1118,634,1,1,66.0,9240,IR1,0,Inside,0,0,1Fam,1Story,6,8,1959,Hip,MetalSd,MetalSd,0,0.0,0,0,CBlock,0,0,0,ALQ,708.0,Unf,280.0,988.0,0,988,0,988,1.0,2,0,3,0,6,0,0,1,1959.0,0,297.0,156,0,0,6,0,149500,11
1119,1683,1,1,24.0,2304,Reg,0,Inside,0,0,Twnhs,1Story,7,7,1978,Gable,Plywood,BrkComm,0,0.0,0,0,CBlock,1,0,0,GLQ,632.0,Unf,423.0,1061.0,0,1055,0,1055,0.0,2,0,2,0,4,0,0,1,1978.0,0,319.0,108,32,0,4,0,142500,29
1120,2199,0,1,54.0,7223,Reg,0,Inside,0,0,1Fam,1Story,5,5,1926,Hip,Stucco,Plywood,0,0.0,0,0,PConc,0,0,0,BLQ,319.0,Unf,971.0,1290.0,0,1422,0,1422,0.0,1,0,3,0,6,0,0,0,1973.0,0,352.0,0,0,64,4,0,136500,57
1122,1018,1,1,63.0,12680,IR1,0,Inside,0,0,1Fam,1Story,7,6,1988,Gable,Plywood,Wd Sdng,0,102.0,0,0,CBlock,1,1,0,GLQ,983.0,Unf,692.0,1675.0,1,1688,0,1688,1.0,2,0,2,1,6,1,1,1,1988.0,0,528.0,0,48,0,6,0,226500,20
1123,14,1,1,85.0,10176,Reg,0,Inside,0,0,1Fam,1Story,7,5,1990,Gable,HdBoard,HdBoard,0,0.0,0,0,PConc,1,0,1,GLQ,637.0,Unf,663.0,1300.0,0,1341,0,1341,1.0,1,1,2,0,5,1,0,1,1990.0,0,506.0,192,0,0,2,0,171500,20
1124,2782,0,1,55.0,10780,IR1,0,Inside,0,0,1Fam,SLvl,5,5,1976,Gable,MetalSd,MetalSd,0,0.0,0,0,CBlock,0,0,0,ALQ,483.0,Unf,428.0,911.0,0,954,0,954,0.0,1,0,3,0,6,0,0,0,1976.0,0,576.0,0,0,0,7,0,132500,30
1125,2626,0,1,0.0,8544,Reg,0,Inside,0,0,Duplex,1Story,3,4,1949,Gable,Stucco,Stucco,0,340.0,0,0,Slab,0,0,0,NA,0.0,NA,0.0,0.0,0,1040,0,1040,0.0,2,0,2,0,6,0,0,0,1949.0,0,400.0,0,0,0,5,0,87500,56
1126,1175,1,1,79.0,10646,IR1,0,Corner,0,0,1Fam,2Story,7,5,2001,Gable,VinylSd,VinylSd,0,513.0,0,0,PConc,0,0,0,GLQ,681.0,Unf,177.0,858.0,1,872,917,1789,1.0,2,1,3,0,7,1,0,1,2001.0,1,546.0,0,0,0,6,0,223000,7
1127,1232,1,1,80.0,8400,Reg,0,Inside,0,0,1Fam,1Story,6,9,1962,Gable,Wd Sdng,Wd Sdng,0,237.0,0,0,CBlock,0,0,0,Unf,0.0,Unf,1319.0,1319.0,0,1537,0,1537,1.0,1,1,3,0,7,1,1,1,1962.0,0,462.0,0,36,0,7,0,174000,3
1128,2590,1,1,85.0,15428,Reg,0,Inside,0,0,1Fam,1Story,5,6,1951,Hip,MetalSd,MetalSd,0,0.0,0,0,CBlock,0,0,0,Rec,741.0,Unf,143.0,884.0,1,884,0,884,1.0,1,0,2,0,4,0,0,1,1951.0,1,270.0,0,0,0,6,0,142000,15
1129,2463,1,1,81.0,11216,Reg,0,Inside,0,0,1Fam,1Story,8,5,2006,Gable,VinylSd,VinylSd,0,0.0,0,0,PConc,1,1,0,Unf,0.0,Unf,1489.0,1489.0,1,1489,0,1489,0.0,2,0,3,0,7,1,1,1,2006.0,0,776.0,0,140,0,6,1,232600,0
1130,2358,1,1,78.0,10140,Reg,0,Inside,0,0,1Fam,1Story,6,6,1974,Hip,HdBoard,HdBoard,0,99.0,0,0,CBlock,0,0,0,ALQ,663.0,LwQ,0.0,1040.0,0,1309,0,1309,1.0,1,1,3,0,5,1,0,1,1974.0,0,484.0,265,0,0,1,0,181000,7
1131,2911,0,0,42.0,3964,Reg,0,Inside,0,0,TwnhsE,2Story,6,4,1973,Gable,CemntBd,CmentBd,0,0.0,0,0,CBlock,1,0,0,ALQ,837.0,Unf,105.0,942.0,0,1291,1230,2521,1.0,2,1,5,0,10,1,1,1,1973.0,1,576.0,728,20,0,6,0,151400,33
1132,1699,1,1,98.0,11428,IR1,0,Inside,1,0,1Fam,1Story,8,5,2006,Gable,VinylSd,VinylSd,1,248.0,0,0,PConc,1,0,0,Unf,0.0,Unf,1626.0,1626.0,1,1634,0,1634,0.0,2,0,3,0,7,1,1,1,2006.0,0,866.0,0,44,0,5,0,250000,1
1133,115,1,1,80.0,10421,Reg,0,Inside,0,0,1Fam,2Story,7,5,1988,Gable,HdBoard,HdBoard,0,42.0,0,0,CBlock,1,0,0,GLQ,394.0,Unf,586.0,980.0,0,980,734,1714,0.0,2,1,3,0,7,1,0,1,1988.0,0,496.0,228,66,156,3,0,196500,22
1134,1998,0,0,75.0,13500,Reg,0,Corner,0,0,1Fam,2.5Unf,7,8,1879,Gable,Wd Sdng,Wd Sdng,0,0.0,0,0,PConc,0,0,0,Unf,0.0,Unf,819.0,819.0,0,1312,1142,2454,0.0,2,0,3,0,8,1,1,1,1950.0,0,576.0,0,148,150,2,0,185000,20
1135,589,1,1,75.0,9000,Reg,0,Inside,0,0,1Fam,1Story,6,5,1969,Gable,HdBoard,HdBoard,0,200.0,0,0,CBlock,0,0,0,BLQ,955.0,Unf,261.0,1216.0,0,1216,0,1216,1.0,1,0,3,0,5,0,0,1,1969.0,0,336.0,0,0,0,8,0,113000,40
1136,1641,1,1,60.0,8089,Reg,1,Inside,1,0,1Fam,1Story,8,6,2007,Gable,MetalSd,MetalSd,0,0.0,0,0,PConc,1,0,0,GLQ,945.0,Unf,474.0,1419.0,1,1419,0,1419,1.0,2,0,2,0,7,1,1,1,2007.0,0,567.0,140,0,0,10,1,392000,0
1137,2821,0,1,35.0,9400,IR1,0,CulDSac,0,0,Duplex,SFoyer,6,5,1975,Flat,WdShing,Plywood,0,250.0,0,0,CBlock,1,1,1,GLQ,945.0,Unf,0.0,945.0,0,980,0,980,0.0,2,0,4,0,4,0,0,0,NA,0,0.0,0,0,0,10,0,127500,31
1138,1846,0,1,24.0,2117,Reg,0,Inside,0,0,Twnhs,2Story,6,5,2000,Gable,MetalSd,MetalSd,0,216.0,0,0,PConc,1,0,0,GLQ,417.0,Unf,339.0,756.0,1,769,804,1573,0.0,2,1,3,0,4,0,0,0,2000.0,0,440.0,0,32,0,9,0,177000,7
